Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
0.8717664948920977,0.5017806268880881,0.8025819861409762,-0.40561979959014355,0.8105343958869247,0.8843701709292383,-0.4464512999447529,0.6338332569898323,0.7930881504809051,-0.6248611499675362,0
-0.5029373908400404,0.5019339382684662,-0.8298404979720697,0.9800103419494516,-0.4982964474299661,-0.46228511233159986,-1.3591024222059005,0.07647864219399896,-1.123251353920298,1.077201514773943,1
-1.4744402857693528,-1.8236941648876608,-1.0547456109511508,0.29393438601531297,-1.4845844556321037,-1.5501082755489488,1.3033171007103657,-1.9450983454320692,0.006109398171759593,0.051169347052341316,1
0.5190509073370032,-0.13372013326544827,0.7304663625210659,-0.6894736638095005,0.5219785124061641,0.5560392182300014,0.0010727311778565246,0.14880219964657687,0.9613491556880933,-0.8374673061741733,0
-0.6332443100335086,-0.07872752273804634,-0.7202931991617141,0.7119067102642596,-0.6222488592715861,-0.6004823265293224,0.486628819084846,-0.3042090311854176,-0.8008624869705715,0.6143450481263646,1
-0.6714494800588187,-0.6637297980347138,-0.41625818188628466,0.2076072274605088,-0.6502381135584036,-0.6414088928774767,-0.6818983763020504,-0.7082268843882462,-0.18419288407791476,-0.047320985620081725,1
-0.6052726676935495,-0.2223567888007458,-0.6307606763812712,0.5856223584565579,-0.566936761514304,-0.5706369751313957,-0.5518996093887263,-0.4317135356985859,-0.5179525221745891,0.42693805605739926,1
-0.57320761427945,0.31777383788248403,-0.8402968622578907,0.93331332631968,-0.5995908915155911,-0.5365460582519904,-0.6458880726906139,-0.2560947617814821,-0.742553667199576,0.9892307850525001,1
1.7457097592210649,1.0525706214593888,1.5211287759399148,-0.8237074237114153,1.7255164467393131,1.6563956459878184,-0.15050657830101374,1.5087150003677867,0.8859121403861482,-0.9289033415542554,0
-0.9593527256066907,-0.9249628675037097,-0.778561821104655,0.43475984763915687,-0.984776343367507,-0.9561114115829552,-1.009250293827283,-1.0932086633293616,-0.20644729375724,0.22363377620967817,1
-0.5848056123228477,0.23853065853712876,-0.6762151557663879,0.784524328601318,-0.5056269664098468,-0.5488618524956314,-1.200922799991764,-0.1226731826754171,-0.988138760283377,0.7302555683595241,1
1.3636580589679645,0.6972042680057833,1.2362974182845006,-0.7360802511077512,1.2996799350898767,1.3256641958112767,1.689738039397339,1.0114440515809435,1.0636596222324561,-0.869824406694156,0
-0.11474557397572946,-0.7647876326396912,0.2408960236772022,-0.5302510221158767,-0.1444323039466316,-0.06255514618015803,1.5116658209384277,-0.5449832493339933,0.8690947109269089,-0.7216680103388562,0
-0.46063880974059,0.36959555954757467,-0.6264667741320296,0.7890201432712691,-0.43831947395821447,-0.41787661228521983,1.700617841064506,-0.02461880370745388,-0.8695831504892519,0.7376439222432153,1
-0.2689307244350164,0.598646779847689,-0.5886590593520722,0.8332685935308028,-0.2803801104826019,-0.21926513552634982,-1.3585166449769375,0.1444742822300603,-0.7253200250132668,0.811750711108391,1
-0.13657709970447807,-1.7216007190602949,0.7656809308897264,-1.9610969173063166,-0.16509103925356824,-0.0845859134770848,0.057763304358554195,-0.9984340342786021,1.7761241466090099,-1.536032120570945,0
-0.7669624051220938,-0.24483084853821446,-0.7703942724518055,0.694100467309486,-0.7315402331534446,-0.7445607967315631,0.194970549693183,-0.40882290998779003,-0.9397277886123804,0.5868709275624391,1
-1.434870645385996,-1.5636996887228736,-1.1075999132928258,0.47001867380231166,-1.4259403037930578,-1.5029150355014873,-0.5707332718990499,-1.6634455948102973,-0.4454923512786998,0.26932092119160567,1
-0.47291904296301107,0.8933685659006729,-0.9416836275375293,1.161985063562311,-0.4676415498777375,-0.4307470387449607,-1.523603094237899,0.02650472077515357,-0.978780764425483,1.4564159371200325,1
-0.2593794319286889,1.0181310576974754,-0.7282196267380214,1.0525422760677172,-0.2643862508901348,-0.20948076069255883,2.061079511611813,0.2698148280349713,-0.9051988968704137,1.2210024705101543,1
-0.7260282943806902,-0.39764339235409546,-0.7127148342352689,0.5890858639788861,-0.7555310225421452,-0.7002050308424139,0.8129079623557673,-0.6982861990721823,-0.3382053102609333,0.43185616168247626,1
-0.784700519776702,-0.08058264830003949,-0.8538141442429426,0.817846705766252,-0.7348722872352086,-0.7638514461701096,1.4682337653363577,-0.6000965726849523,-0.6571820169828542,0.7856318215038648,1
-0.9791375457983692,-1.041949552022032,-0.7086195057948129,0.31641043030615457,-0.9627847864278647,-0.9781638846825852,-1.0973425444797653,-0.9436250176209925,-0.5366523620291942,0.07767759207107164,1
-0.04038193946217956,-0.9241928872530384,0.4589338463115208,-0.887691415518987,-0.02847682190124513,0.012104857704595,0.10078374420138349,-0.379136101458869,0.7193464959806115,-0.9706588038247802,0
1.510338622457994,0.89777029329824,1.3204509318069142,-0.7080111457147599,1.5095993422410074,1.4538208489047062,-0.4256895010631943,1.3443217622497738,0.7513076103287749,-0.8504170337682487,0
-0.4006021139865314,0.1384655147183006,-0.5793090632760475,0.6741842842952792,-0.39433636007892997,-0.35521484577041423,-0.664540682178117,-0.021440489354699385,-0.7419582551007028,0.5565639332710794,1
0.5709007809427811,-0.09616840794847901,0.767766920672635,-0.7074850904548364,0.5279762097533393,0.6049723732323149,-0.4919018792013411,0.2604827561056061,0.8614580257086673,-0.8500510105222943,0
-0.5616096162360522,-1.402151690997734,-0.03014103473658211,-0.6193771321865025,-0.576932923759596,-0.5242471337246623,0.7730925214789606,-1.1816942873842458,1.044463997350521,-0.7875186346739789,0
1.1344270388161042,0.7953360474745204,0.9230358941579935,-0.37120194321575994,1.0731002575299262,1.122290676520327,0.06420991976664034,0.8831280625521781,0.858993344639832,-0.5970927910869954,0
-0.037652998746085985,0.8434586961333584,-0.40970193407997135,0.7773045813472405,-0.05046837884088739,0.014833548212164446,1.4035946057141524,0.34423472048617315,-0.5598197403802578,0.7184439399912206,1
-0.6284686637803448,-0.5052605319798215,-0.46062039690845563,0.3204582833546106,-0.6122526970262941,-0.5953797097370314,1.133278046670653,-0.43289695061716565,-0.570942171296321,0.08249108978053597,1
1.2626872524725021,0.35026469651303,1.3217996564231396,-1.0393108780517948,1.2490327130470642,1.2365570608490946,1.8176890562320536,1.5513855611462595,-0.01899860565355632,-1.0652567761687388,0
-0.6264219582432746,0.6927959108834629,-1.027588539455455,1.1680375471493465,-0.6462396486602867,-0.5931937673644844,-1.3853792682695856,-0.016977324518916027,-1.2482961815223712,1.4701451744793037,1
-0.5895812585760114,0.024315098773005795,-0.6747762172564163,0.7110920760071017,-0.5649375290652456,-0.5539379819639503,-0.20091805191209552,-0.21166598455254873,-0.8538785921097705,0.6130802003345223,1
1.4612176895683098,0.599133570401092,1.4379055811990333,-1.0085600121392848,1.4696146932598395,1.4110706738015755,-0.3118386784210565,1.1513575068117843,0.9960636465679914,-1.046544811136578,0
-0.5916279641130816,-0.3380653909634307,-0.5785641454296974,0.4959834342543838,-0.6209160376388805,-0.5561143461369814,1.0770307404435684,-0.6045597375207357,-0.17718613920646292,0.3036545499946936,1
0.6118348916841847,0.5476629991389977,0.4338093708958637,-0.03207729743201924,0.564628804652743,0.6434373271476632,1.18601370182737,0.43397138316926837,0.628441068341093,-0.29604454852601536,0
0.5647606643315706,-0.8300268243020504,1.2480677060936354,-1.8361945923773086,0.5979493454703828,0.5991900165080704,0.11180190322242682,-0.010823566942305319,1.3717133327483448,-1.4809000068968565,0
0.10356968331175649,1.3615815055038054,-0.4843104623624295,0.9809060369533404,0.11213586034919476,0.15499240070954176,-1.3115083536773284,1.096886608702338,-1.4151845034977208,1.0789229939672427,1
0.9188407222447118,-0.06565417161752403,1.1460566476595233,-1.1151859052642186,0.8805075316039682,0.9274091774016999,0.3051833805903081,0.32722735751345433,1.4640910499704485,-1.1104459011504466,0
-0.921829790760404,-0.7410838192310165,-0.8474917974973547,0.573325363945766,-0.886813953363646,-0.9144430637507731,-0.364553311565826,-0.9599223316425635,-0.35756146211655354,0.4095722512971675,1
1.453030867420029,0.7684972100054328,1.3366962846840098,-0.7986181525817436,1.49827035836301,1.4039293828646275,0.015248110473198045,1.1809428797762562,0.9292578022510807,-0.912216330016744,0
-0.2498281394223614,0.46189710281749524,-0.4678493246070174,0.6971833450054543,-0.25305726701213727,-0.1997066612792638,1.586136506382603,0.04557460689168246,-0.5212707668705118,0.5916018776539124,1
-0.6455245432559297,0.4076441767076582,-0.9549993259648119,1.0422184379235868,-0.6675647947835762,-0.613616773396169,-0.9699344628002345,-0.24909570783445867,-0.9204978234497568,1.1999747527681797,1
0.6104704213261379,-0.25160359051581416,0.8927084628910891,-0.9463333538051778,0.5726257344489766,0.642157502254527,1.2781405434410942,0.21115125992827516,1.0382650571863203,-1.0079516210160513,0
0.1144854461761308,0.12534339293169547,0.11403877324741128,0.06924379405325772,0.11346868198190035,0.16574145049085146,-0.5237313477744374,0.26322151634574636,-0.10628522011762856,-0.19502894426756778,1
-0.9702684884710651,-3.915298231837984,1.288242341780311,-6.777168668488848,-0.8794834343837652,-0.9682712577027409,0.7350291283184502,-1.9283276654430663,1.5533737461615582,-2.7166769065865553,0
-0.7608222885108832,-0.5545908352273586,-0.58935358130898,0.41740530616656557,-0.7355386980515614,-0.7378931421526417,-1.1760686070320436,-0.7874818720782142,-0.2625760962472442,0.20153124513684573,1
1.2285754935213324,0.5456917207993561,1.1864386347606606,-0.7723471278627294,1.2157121722294244,1.2062859388290958,-0.10559029822811215,1.1574774525335774,0.5595743069236524,-0.894548618983393,0
-1.1326404610786327,-1.0212117649628254,-0.9384362655367305,0.5423187463397555,-1.1220569715361828,-1.1512360175106917,-0.8142441696566897,-1.2358946906551584,-0.40505897669702834,0.36643588877931454,1
0.33962305525385067,-0.09064415966404968,0.5086123114571209,-0.4277040910287628,0.3107262836223279,0.3848382223974525,-0.5861835234489335,0.09081486863621088,0.6829354054914182,-0.6424366572676081,0
