fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
0.5207085852319022,0.12770626498186294,1.4662553223274597,1.5921380458965113,-0.19794007412546144,1.8216458935054614,0.4084762547099925,1.0743557423250965,-1.7313290215623423,-0.5461202985255367,-1.162642217202543,-0.942445830478168,1
-0.014436231268483155,1.1602775239126781,-1.3047821029055289,-0.7171304869282208,0.05723519327974358,-0.7026497303960219,-1.6471088927424669,0.3506936437442612,-0.04729091975370514,1.0051891765195242,-0.49628519187199255,0.19945819491094718,0
-0.855378085769089,0.6136221515375406,-0.26564306844315805,-0.24044661547357427,-0.6799378014464043,0.6997367273270243,0.2854925279393325,-1.0140207248122646,0.26456798798863396,-0.4112238224346621,0.6420747264010571,1.3413622203000624,1
-1.1611751237693086,-0.7226465364905729,-0.6812986822281064,2.3866111649875883,-0.3397041115727977,0.47535489409133685,-0.10102775619702738,1.2825325104099983,0.13982442489170052,-0.3437755843892246,-1.2459368453688615,0.19945819491094718,1
0.597157844731957,-0.3582096215738145,0.011460674080140667,0.46928270424778823,-0.31135130408333045,1.7094549768876175,1.5504680032946923,0.2515618494181315,-0.7333805167868528,0.12836208192883775,-0.32969593553935567,0.19945819491094718,1
-0.16733475026859337,1.4032354671905165,-1.5126099097980028,0.6175843531447897,1.0779362629005635,-0.42217243885141265,1.2693623421046123,0.836439435942341,1.1377729296671872,-0.4112238224346621,-1.0793475890362245,-2.0843498558672833,1
0.4442593257318468,1.3424959813710573,-0.8891264891205806,-0.695944537085792,0.7093497655374896,-0.8709361053227874,-0.18887327531892736,0.5060001215218718,0.701170458827912,0.06091384388340027,-0.8294637045372678,-0.942445830478168,0
-1.0082766047691984,-0.29747013575435505,-0.4734708753356323,1.4014644973146526,0.02888238579027633,0.9802140188716335,1.9018500797822921,1.133834818920767,0.07745264334323106,-0.8159132507072866,-1.2459368453688615,0.19945819491094718,1
1.2087519207323978,-0.41894910739327423,-0.4734708753356323,-0.08155199165535876,-0.906760261362142,1.2045958521073208,-0.29428789826520735,-0.7166253418338385,-2.1679314924016175,-0.27632734634378714,0.7531342306227885,-0.942445830478168,1
-0.24378400976864814,-0.7833860223100326,0.08073660971096544,-0.7595023866130782,-0.6232321864674697,0.9802140188716335,0.3557689432368525,-1.5757675593270732,0.20219620644016725,-0.8159132507072866,1.7526697686186126,1.3413622203000624,1
-0.6260303072689234,-0.5404280790321937,-0.26564306844315805,-0.10273794149778741,-0.7366434164253387,-0.08559968899788159,-0.31185700208958733,-1.4634181924241114,-0.7957522983353222,0.33070679606514947,1.9192590249512511,1.3413622203000624,1
0.367810066231792,2.1321092970240327,-1.8589895879521265,-0.5688288380312196,0.5392329206006862,-0.8709361053227874,-1.559263373620567,0.9025272988264276,0.26456798798863396,0.5330515102014619,-1.162642217202543,-0.942445830478168,0
4.037374522234434,1.5854539246488957,1.1891515798041605,-0.22985364055235993,1.248053107837367,-1.431890688412006,-1.787661723337507,2.0921088307400946,0.20219620644016725,1.4098786047921483,1.1696073714543822,0.19945819491094718,0
-0.6260303072689234,-0.2367306499348953,0.28856441660343934,-0.7171304869282208,-0.1128816516570599,-0.7026497303960219,0.44361446235875246,-0.6406242995171464,1.013029366570251,-0.006534394162037211,0.003482577125919561,0.19945819491094718,1
0.4442593257318468,-0.7833860223100326,0.1500125453417902,1.380278547472224,-0.4814681490201337,1.3728822270340864,0.4260453585343725,0.40686832719574206,-1.2323547691745975,-1.4903956311616606,-0.16310667920671731,0.19945819491094718,1
0.13846228773162705,-0.9656044797684117,-0.3349190040739828,-0.8654321358252219,-0.2262928816149287,-0.25388606392464713,-0.18887327531892736,-0.22096637020315307,1.8862343082488044,0.8702927004286493,0.086777205292238,0.19945819491094718,1
-0.7789288262690336,2.557285697760251,-2.136093330475425,-0.46289908881907593,-0.42476253404119924,-0.7026497303960219,0.07466328204677257,-1.4568094061356953,-0.10966270130217184,2.7588433657008964,2.6689106784481185,1.3413622203000624,1
0.5207085852319022,-0.2367306499348953,-0.3349190040739828,0.659956252829647,-0.5665265714885355,-0.5904588137781782,-0.0658895485482674,-0.25401030164519633,-1.6065854584654062,-0.4786720604800992,1.0030181151217437,0.19945819491094718,1
-0.39668252876875837,-0.6011675648516535,-0.19636713281233364,2.015857042745086,-0.08452884416759265,1.3728822270340864,0.3557689432368525,1.2296622201027072,-1.169982987626131,-0.0739826322074747,-1.2459368453688615,-0.942445830478168,1
0.13846228773162705,0.9173195806348391,-0.3349190040739828,-0.695944537085792,0.42582169064281716,-0.9270315636317092,-1.594401581269327,-0.2606190879336123,0.8259140219248482,0.6679479862923369,1.2529019996207005,0.19945819491094718,0
0.8265056232321227,-0.479688593212734,0.35784035223426414,-0.8442461859827932,0.5675857280901534,-1.2636043134852404,-1.629539788918087,0.9025272988264276,0.26456798798863396,1.1400856526103984,-0.7461690763709493,0.19945819491094718,0
0.9794041422322323,-0.3582096215738145,0.1500125453417902,1.78281159447837,-0.42476253404119924,0.08268668592888395,0.7949965388463524,1.133834818920767,-0.5462651721414499,-0.8833614887527237,-0.49628519187199255,0.19945819491094718,1
0.9029548827321775,0.370664208259702,2.643946228051479,1.6345099455813685,-0.39640972655173196,-0.08559968899788159,1.427484276524032,1.1007908874787238,-0.9828676429807252,0.7353962243377743,-0.6628744482046309,-0.942445830478168,1
0.062013028231571614,4.440209758163502,-1.5818858454288276,-0.780688336455507,3.4595720920158097,-1.1514133968673967,-0.4699789365090073,0.5060001215218718,0.5140551141825064,0.263258558019712,-1.2459368453688615,-0.942445830478168,0
-0.014436231268483155,-0.6619070506711131,0.49639222349591366,-0.6535726374009346,-0.651584993956937,-0.08559968899788159,-0.24158058679206734,-1.278372176348647,0.26456798798863396,0.06091384388340027,1.5027858841196573,1.3413622203000624,1
0.4442593257318468,-0.11525167829597577,-0.0578152615506841,-0.780688336455507,-0.5665265714885355,0.8680231022537898,1.3923460688752722,-0.5514056846236223,-1.169982987626131,-0.3437755843892246,0.003482577125919561,-0.942445830478168,1
-0.24378400976864814,-0.479688593212734,-0.0578152615506841,0.3421670051932159,-0.4814681490201337,0.36316397747349316,1.0409639923876723,-0.3002718056640715,0.6387986772794425,-0.27632734634378714,0.7531342306227885,0.19945819491094718,1
-0.6260303072689234,-1.1478229372267907,-0.19636713281233364,-0.7595023866130782,-0.3397041115727977,-0.5343633554692564,-0.013182237075127407,-0.9941943659470532,-0.7333805167868528,-1.0182579648435988,-0.24640130737303723,-0.942445830478168,1
0.367810066231792,-0.3582096215738145,1.8126350004815828,1.4226504471570813,-0.28299849659386317,1.6533595185786956,1.0761022000364322,1.1999226818048534,-0.858124079883789,-0.4786720604800992,-1.3292314735351798,-0.942445830478168,1
-0.5495810477688686,-0.41894910739327423,-0.8891264891205806,0.2574232058235009,-0.31135130408333045,3.784986934317726,1.0409639923876723,-0.3399245233945308,-0.35914982749604424,-1.2880509170253482,-0.32969593553935567,0.19945819491094718,1
-1.6963199402696942,-0.05451219247651601,-1.0969542960130547,-0.8230602361403644,-0.19794007412546144,-1.1514133968673967,-0.3294261059139673,-0.9809767933702213,1.636747182054932,-0.6135685365709742,0.17007183345855642,0.19945819491094718,1
